case_id,variant_id,query_text,canonical_query,query_variant_family,variant_operator,variant_subtype,severity,query_types,intended_poi_id,acceptable_poi_ids,primary_sampling_stratum,review_status,generator_version
g150-094,g150-094-v1,1001 Hotel Nguyễn Đình Chiểu Mũi Né,1001 Hotel Nguyễn Đình Chiểu Mũi Né,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-094,g150-094-v2,1001 Hotel Nguyen Dinh Chieu Mui Ne,1001 Hotel Nguyễn Đình Chiểu Mũi Né,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-094,g150-094-v3,Khách sạn 1001 Mũi Né,1001 Hotel Nguyễn Đình Chiểu Mũi Né,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-094,g150-094-v4,1001 Hotel 45 Nguyễn Đình Chiểu,1001 Hotel Nguyễn Đình Chiểu Mũi Né,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-094,g150-094-v5,1001 Hotel Nguyễn Ddinnh Chiểu Mũi Né,1001 Hotel Nguyễn Đình Chiểu Mũi Né,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-094,g150-094-v6,1001 Hotel Nguyễn Đình Triểu Mũi Né,1001 Hotel Nguyễn Đình Chiểu Mũi Né,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_mixed,osm:way/476467017,osm:way/476467017,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v1,Bánh Mì Pate Cay Hàng Kênh Lê Chân,Bánh Mì Pate Cay Hàng Kênh Lê Chân,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v2,Banh Mi Pate Cay Hang Kenh Le Chan,Bánh Mì Pate Cay Hàng Kênh Lê Chân,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v3,Bánh Mì Pate Cay 150e Hàng Kênh,Bánh Mì Pate Cay Hàng Kênh Lê Chân,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v4,Bánh Mì Cay Pate Hàng Kênh Lê Chân,Bánh Mì Pate Cay Hàng Kênh Lê Chân,STRUCTURAL,token_order_variant,,CLEAN,short_name|category|street|name_area|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v5,Bánh Mì Pate Cay Hàng Keenht Lê Chân,Bánh Mì Pate Cay Hàng Kênh Lê Chân,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-095,g150-095-v6,Bánh Mì Pate Cay Hàng Kênh Lê Trân,Bánh Mì Pate Cay Hàng Kênh Lê Chân,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/14068669902,osm:node/14068669902,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v1,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v2,Pho Ly Quoc Su Luong Minh Nguyet Tan Phu,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v3,Phở Lý Quốc Sư 44 Lương Minh Nguyệt,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v4,Phở Lý Quốc Sư Tân Phú Lương Minh Nguyệt,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,STRUCTURAL,token_order_variant,,CLEAN,short_name|category|street|name_area|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v5,Phở Lý Quốc Sư Luwong Minh Nguyệt Tân Phú,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-096,g150-096-v6,Phở Lý Quốc Sư Nương Minh Nguyệt Tân Phú,Phở Lý Quốc Sư Lương Minh Nguyệt Tân Phú,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12633343524,osm:node/12633343524,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v1,May de Cuisine Mã Mây Hoàn Kiếm,May de Cuisine Mã Mây Hoàn Kiếm,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_mixed,osm:node/12063757631,osm:node/12063757631,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v2,May de Cuisine Ma May Hoan Kiem,May de Cuisine Mã Mây Hoàn Kiếm,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12063757631,osm:node/12063757631,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v3,Nhà hàng May de Cuisine 107 Mã Mây,May de Cuisine Mã Mây Hoàn Kiếm,ALIAS,name_address,,CLEAN,name_address|name_area|lang_mixed,osm:node/12063757631,osm:node/12063757631|osm:node/1781239378|osm:node/3281563428|osm:node/13286864016|osm:way/1361726206,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v4,May de Cuisine Phố Cổ Hà Nội,May de Cuisine Mã Mây Hoàn Kiếm,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/12063757631,osm:node/12063757631|osm:node/13286864016|osm:way/1361726206,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v5,May de Cuisine Max Mây Hoàn Kiếm,May de Cuisine Mã Mây Hoàn Kiếm,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12063757631,osm:node/12063757631,category_local,accepted,search20-stage1-query-variants@1
g150-097,g150-097-v6,May de Cuisine Mã Mây Hoàn Kiếk,May de Cuisine Mã Mây Hoàn Kiếm,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/12063757631,osm:node/12063757631,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v1,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v2,Hoanh Thanh Mi Co Vui Tuyen Quang Phan Thiet,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v3,Mì Cô Vui 9 Tuyên Quang,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v4,Quán Cô Vui Phan Thiết,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,ALIAS,short_name,,CLEAN,short_name|category|street|name_area|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v5,Hoành Thánh Mì Cô Vui Tuyeenc Quang Phan Thiết,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-098,g150-098-v6,Hoành Thánh Mì Cô Vui Tuyên Quang Phsn Thiết,Hoành Thánh Mì Cô Vui Tuyên Quang Phan Thiết,MECHANICAL_TYPO,adjacent_key,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/12662704801,osm:node/12662704801,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v1,Lan Anh shop Hoàng Hoa Thám Việt Yên,Lan Anh shop Hoàng Hoa Thám Việt Yên,CLEAN,canonical,,CLEAN,exact_name|street|name_area|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v2,Lan Anh shop Hoang Hoa Tham Viet Yen,Lan Anh shop Hoàng Hoa Thám Việt Yên,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v3,Shop Lan Anh 424 Hoàng Hoa Thám,Lan Anh shop Hoàng Hoa Thám Việt Yên,ALIAS,name_address,,CLEAN,name_address|name_area|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v4,Lan Anh shop Bắc Ninh,Lan Anh shop Hoàng Hoa Thám Việt Yên,ALIAS,name_area,,CLEAN,name_area|street|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v5,Lan Anh shop Hoàng Hoa Thams Việt Yên,Lan Anh shop Hoàng Hoa Thám Việt Yên,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-099,g150-099-v6,Nan Anh shop Hoàng Hoa Thám Việt Yên,Lan Anh shop Hoàng Hoa Thám Việt Yên,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|street|name_area|typo|lang_mixed,osm:node/11409400637,osm:node/11409400637,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v1,The Adora Center Hoàng Văn Thụ Tân Bình,The Adora Center Hoàng Văn Thụ Tân Bình,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_en,osm:way/1225211264,osm:way/1225211264,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v2,The Adora Center Hoang Van Thu Tan Binh,The Adora Center Hoàng Văn Thụ Tân Bình,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|name_area|typo|lang_en,osm:way/1225211264,osm:way/1225211264,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v3,Trung tâm hội nghị The Adora Center 431 Hoàng Văn Thụ,The Adora Center Hoàng Văn Thụ Tân Bình,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_en,osm:way/1225211264,osm:way/1225211264|osm:node/4741614624,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v4,Adora Center Tân Sơn Nhất,The Adora Center Hoàng Văn Thụ Tân Bình,ALIAS,short_name,,CLEAN,short_name|landmark|street|name_area|lang_en,osm:way/1225211264,osm:way/1225211264,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v5,The Adora Center Hoàng Vawn Thụ Tân Bình,The Adora Center Hoàng Văn Thụ Tân Bình,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_en,osm:way/1225211264,osm:way/1225211264,category_local,accepted,search20-stage1-query-variants@1
g150-100,g150-100-v6,The Adora Center Hoàng Văn Thụ Tân Dình,The Adora Center Hoàng Văn Thụ Tân Bình,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_en,osm:way/1225211264,osm:way/1225211264,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v1,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v2,Ca Phe Blackbird Lan Ong Hoan Kiem,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v3,Blackbird Coffee 63B Lãn Ông,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v4,Blackbird Cà Phê Lãn Ông Hoàn Kiếm,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,STRUCTURAL,token_order_variant,,CLEAN,short_name|category|street|name_area|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v5,Cà Phê Blackbird Laxn Ông Hoàn Kiếm,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-101,g150-101-v6,Cà Phê Blackbird Nãn Ông Hoàn Kiếm,Cà Phê Blackbird Lãn Ông Hoàn Kiếm,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/7257100185,osm:node/7257100185,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v1,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,CLEAN,canonical,,CLEAN,exact_name|landmark|street|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v2,Sao Mai Mui Ne Hotel Nguyen Dinh Chieu,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v3,Khách sạn Sao Mai 18C Nguyễn Đình Chiểu,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,ALIAS,name_address,,CLEAN,name_address|landmark|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v4,Sao Mai Hotel Mũi Né Phan Thiết,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v5,Sao Mai Mui Ne Hotel Nguyễn Ddinnh Chiểu,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,ORTHOGRAPHIC_IME,telex_leftover,telex_dd,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-102,g150-102-v6,Sao Mai Mui Ne Hotel Nguyễn Đình Triểu,Sao Mai Mui Ne Hotel Nguyễn Đình Chiểu,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|typo|lang_mixed,osm:node/7087442485,osm:node/7087442485,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v1,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v2,Nha thuoc Tan Hung Chau Van Liem Ninh Kieu,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v3,Hiệu thuốc Tân Hưng 141 Châu Văn Liêm,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v4,Nhà thuốc Tân Hưng Cần Thơ,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,ALIAS,name_area,,CLEAN,name_area|category|street|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v5,Nhà thuốc Tân Hưng Châu Vawn Liêm Ninh Kiều,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-103,g150-103-v6,Nhà thuốc Tân Hưng Châu Văn Liêm Linh Kiều,Nhà thuốc Tân Hưng Châu Văn Liêm Ninh Kiều,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/5211609373,osm:node/5211609373,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v1,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v2,Nhà Hàng Nhật Phương Quận 3,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,ADDRESS_VARIANT,address_component_omission,,CLEAN,address|category|street|name_area|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v3,Nhà Hàng Nhật Phương 45 Lý Chính Thắng,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v4,Hải sản Nhật Phương Lý Chính Thắng,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,ALIAS,category,,CLEAN,category|street|name_area|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v5,Nhà Hàng Nhật Phương Lý Chinhs Thắng Quận 3,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-104,g150-104-v6,Nhà Hàng Nhật Phương Lý Trính Thắng Quận 3,Nhà Hàng Nhật Phương Lý Chính Thắng Quận 3,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_vi,osm:node/4624875391,osm:node/4624875391,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v1,THPT Trần Hưng Đạo Hà Đông Phố Xốm,THPT Trần Hưng Đạo Hà Đông Phố Xốm,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v2,THPT Trần Hưng Đạo Hà Đông Xốm,THPT Trần Hưng Đạo Hà Đông Phố Xốm,ADDRESS_VARIANT,address_component_omission,,CLEAN,address|landmark|street|name_area|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v3,Trường THPT Trần Hưng Đạo Phú Lương,THPT Trần Hưng Đạo Hà Đông Phố Xốm,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v4,Cấp 3 Trần Hưng Đạo Hà Đông 157 Phố Xốm,THPT Trần Hưng Đạo Hà Đông Phố Xốm,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v5,THPT Traanf Hưng Đạo Hà Đông Phố Xốm,THPT Trần Hưng Đạo Hà Đông Phố Xốm,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-105,g150-105-v6,THPT Chần Hưng Đạo Hà Đông Phố Xốm,THPT Trần Hưng Đạo Hà Đông Phố Xốm,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|street|name_area|typo|lang_vi,osm:way/958803250,osm:way/958803250,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v1,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,CLEAN,canonical,,CLEAN,exact_name|category|street|name_area|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v2,Typika Coffee Nguyen Nhac Buon Ma Thuot,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v3,Typika Coffee & Craft Beer 18 Nguyễn Nhạc,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,ALIAS,name_address,,CLEAN,name_address|category|name_area|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v4,Quán Typika Buôn Ma Thuột,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,ALIAS,short_name,,CLEAN,short_name|category|street|name_area|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v5,Typika Coffee Nguyễn Nhacj Buôn Ma Thuột,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,ORTHOGRAPHIC_IME,telex_leftover,telex_tone_marker,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-106,g150-106-v6,Typika Coffee Nguyễn Nhạc Buôn Ma Thuộc,Typika Coffee Nguyễn Nhạc Buôn Ma Thuột,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|category|street|name_area|typo|lang_mixed,osm:node/12569176901,osm:node/12569176901,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v1,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,CLEAN,canonical,,CLEAN,exact_name|landmark|address|street|name_area|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v2,Mam non Vinh Son 43/9 Tran Hung Dao Can Tho,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,ORTHOGRAPHIC_IME,strip_diacritics,,SINGLE,partial|landmark|address|street|name_area|typo|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v3,Trường mầm non Vinh Sơn Ninh Kiều,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,ALIAS,name_area,,CLEAN,name_area|landmark|address|street|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v4,Mầm non Vinh Sơn hẻm 43 Trần Hưng Đạo Cần Thơ,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,ADDRESS_VARIANT,slash_normalize,,SINGLE,partial|landmark|address|street|name_area|typo|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v5,Mầm non Vinh Sơn 43/9 Traanf Hưng Đạo Cần Thơ,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,ORTHOGRAPHIC_IME,telex_leftover,telex_vowel_marker,SINGLE,partial|landmark|address|street|name_area|typo|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-107,g150-107-v6,Mầm non Vinh Sơn 43/9 Chần Hưng Đạo Cần Thơ,Mầm non Vinh Sơn 43/9 Trần Hưng Đạo Cần Thơ,PHONOLOGICAL,phonological_confusion,,SINGLE,partial|landmark|address|street|name_area|typo|lang_vi,osm:node/5262128963,osm:node/5262128963,category_local,accepted,search20-stage1-query-variants@1
g150-108,g150-108-v1,Tiểu học Minh Đạo Ký Hòa Quận 5,Tiểu học Minh Đạo Ký Hòa Quận 5,CLEAN,canonical,,CLEAN,exact_name|landmark|street|name_area|lang_vi,osm:way/1499809194,osm:way/1499809194,category_local,accepted,search20-stage1-query-variants@1
g150-108,g150-108-v2,Tiểu học Minh Đạo Ký Hòa 5,Tiểu học Minh Đạo Ký Hòa Quận 5,ADDRESS_VARIANT,address_component_omission,,CLEAN,address|landmark|street|name_area|lang_vi,osm:way/1499809194,osm:way/1499809194,category_local,accepted,search20-stage1-query-variants@1
g150-108,g150-108-v3,Trường Tiểu học Minh Đạo Chợ Lớn,Tiểu học Minh Đạo Ký Hòa Quận 5,ALIAS,name_area,,CLEAN,name_area|landmark|street|lang_vi,osm:way/1499809194,osm:way/1499809194,category_local,accepted,search20-stage1-query-variants@1
g150-108,g150-108-v4,Trường Minh Đạo 15 Ký Hòa,Tiểu học Minh Đạo Ký Hòa Quận 5,ALIAS,name_address,,CLEAN,name_address|landmark|name_area|lang_vi,osm:way/1499809194,osm:way/1499809194,category_local,accepted,search20-stage1-query-variants@1
