case_id,poi_id,name,brand,ref,category,province,subdistrict,housenumber,street,address_text,address_status,primary_sampling_stratum,name_fold_n,brand_n,name_province_n,clean_reason,legacy_pilot110,clean_pass,clean_notes
g150-128,osm:node/5059825325,tường vy,,,amenity=cafe,Tỉnh Lâm Đồng,Phường Phan Thiết,06,Nguyễn Tất Thành,"06, Nguyễn Tất Thành, Phường Phan Thiết, Tỉnh Lâm Đồng",direct,explicit_area_cross_region,4,0,2,name_in_ge2_provinces,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=explicit_area_cross_region;name_in_ge2_provinces
g150-129,osm:node/13394495901,Trạm sạc Vinfast,,,amenity=charging_station,Thành phố Bắc Ninh,Phường Bắc Giang,1A,Đường Xương Giang,"1A, Đường Xương Giang, Phường Bắc Giang, Thành phố Bắc Ninh",direct,explicit_area_cross_region,37,0,2,name_in_ge2_provinces,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=explicit_area_cross_region;name_in_ge2_provinces
g150-130,osm:node/5078206191,thanh thảo,,,amenity=restaurant,Tỉnh Lâm Đồng,Phường Mũi Né,170A,Huỳnh Thúc Kháng,"170A, Huỳnh Thúc Kháng, Phường Mũi Né, Tỉnh Lâm Đồng",direct,explicit_area_cross_region,8,0,2,name_in_ge2_provinces,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=explicit_area_cross_region;name_in_ge2_provinces
g150-131,osm:node/13910038145,Th True Mart,,,shop=dairy,Thành phố Bắc Ninh,Phường Kinh Bắc,119,Đường Nguyễn Gia Thiều,"119, Đường Nguyễn Gia Thiều, Phường Kinh Bắc, Thành phố Bắc Ninh",direct,explicit_area_cross_region,37,0,2,name_in_ge2_provinces,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=explicit_area_cross_region;name_in_ge2_provinces
g150-132,osm:node/5118696521,tuấn thảo,,,shop=department_store,Tỉnh Lâm Đồng,Phường Mũi Né,45D,Nguyễn Đình Chiểu,"45D, Nguyễn Đình Chiểu, Phường Mũi Né, Tỉnh Lâm Đồng",direct,explicit_area_cross_region,3,0,2,name_in_ge2_provinces,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=explicit_area_cross_region;name_in_ge2_provinces
g150-133,osm:way/970251629,Bến xe Biên Hòa,,,amenity=bus_station|public_transport=station,Thành phố Đồng Nai,Phường Trấn Biên,4,Đường Nguyễn Ái Quốc,"4, Đường Nguyễn Ái Quốc, Phường Trấn Biên, Thành phố Đồng Nai",direct,code_transit_landmark,2,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-134,osm:node/3893537788,Bến xe Thành Bưởi,,,amenity=bus_station,Tỉnh Lâm Đồng,Phường Lâm Viên - Đà Lạt,5,"Lữ Gia, Phường 9, Tp. Đà Lạt, Lâm Đồng, Vietnam","5, Lữ Gia, Phường 9, Tp. Đà Lạt, Lâm Đồng, Vietnam, Phường Lâm Viên - Đà Lạt, Tỉnh Lâm Đồng",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-135,osm:way/1327195096,Đình Hà Liễu,,,amenity=place_of_worship|tourism=attraction,Thành phố Bắc Ninh,Phường Phương Liễu,20,Ngõ 22 Phố Tôn Thất Thuyết,"20, Ngõ 22 Phố Tôn Thất Thuyết, Phường Phương Liễu, Thành phố Bắc Ninh",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-136,osm:node/5512213573,"Trung tâm Bờ Kè - Hàm Tiến, Mũi Né",,,amenity=bus_station,Tỉnh Lâm Đồng,Phường Mũi Né,122 (199),Nguyễn Đình Chiểu,"122 (199), Nguyễn Đình Chiểu, Phường Mũi Né, Tỉnh Lâm Đồng",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-137,osm:way/1416432466,Đình làng Hữu Chấp,,,amenity=place_of_worship|tourism=attraction,Thành phố Bắc Ninh,Phường Kinh Bắc,52,Đường Hữu Chấp,"52, Đường Hữu Chấp, Phường Kinh Bắc, Thành phố Bắc Ninh",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-138,osm:node/5274759821,Dinh III Bảo Đại,,,tourism=attraction,Tỉnh Lâm Đồng,Phường Xuân Hương - Đà Lạt,1,Triệu Việt Vương,"1, Triệu Việt Vương, Phường Xuân Hương - Đà Lạt, Tỉnh Lâm Đồng",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-139,osm:way/1415901265,Đình Y Na,,,amenity=place_of_worship|tourism=attraction,Thành phố Bắc Ninh,Phường Kinh Bắc,59,Đường Âu Cơ,"59, Đường Âu Cơ, Phường Kinh Bắc, Thành phố Bắc Ninh",direct,code_transit_landmark,2,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-140,osm:node/7145856392,Hanh cafe bus,,,amenity=bus_station,Khánh Hòa,Phường Nam Nha Trang,108,Phong Châu,"108, Phong Châu, Phường Nam Nha Trang, Khánh Hòa",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-141,osm:way/1170979640,Chùa Báo Quốc,,,amenity=monastery|tourism=attraction,Thành phố Huế,Phường Thuận Hoá,17,Bảo Quốc,"17, Bảo Quốc, Phường Thuận Hoá, Thành phố Huế",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-142,osm:node/7055899785,Phuong Nam Express Office,,,amenity=bus_station|public_transport=station,Khánh Hòa,Phường Nha Trang,14,Trần Hưng Đạo,"14, Trần Hưng Đạo, Phường Nha Trang, Khánh Hòa",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-143,osm:way/1227132982,NHÀ DÁT VÀNG CẦN THƠ,,,tourism=attraction,Thành phố Cần Thơ,Phường Tân An,18,Đường số 6,"18, Đường số 6, Phường Tân An, Thành phố Cần Thơ",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-144,osm:way/1408821725,Bến xe Cam Ranh,,,amenity=bus_station|public_transport=station,Khánh Hòa,Phường Cam Ranh,1,Lê Duẩn,"1, Lê Duẩn, Phường Cam Ranh, Khánh Hòa",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-145,osm:node/11244217845,Chùa Liên Trí Chơn Như,,,amenity=place_of_worship,Thành phố Đồng Nai,Phường Long Hưng,289,QL 51,"289, QL 51, Phường Long Hưng, Thành phố Đồng Nai",direct,code_transit_landmark,1,0,1,human_replace_after_review,False,True,replaced Quoc Tu Dieu De -> human_review_fix
g150-146,osm:node/1152317718,Bến Xe Liên Tỉnh,,,amenity=bus_station|public_transport=station,Tỉnh Lâm Đồng,Phường Xuân Hương - Đà Lạt,01,Tô Hiến Thành,"01, Tô Hiến Thành, Phường Xuân Hương - Đà Lạt, Tỉnh Lâm Đồng",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-147,osm:node/5938438385,Chè Cô Hương,,,tourism=attraction,Thành phố Hải Phòng,Phường Gia Viên,142,An Đà,"142, An Đà, Phường Gia Viên, Thành phố Hải Phòng",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-148,osm:way/1326441936,Chùa Phổ Đà,,,amenity=place_of_worship,Thành phố Đà Nẵng,Phường Hòa Cường,340,Đường Phan Châu Trinh,"340, Đường Phan Châu Trinh, Phường Hòa Cường, Thành phố Đà Nẵng",direct,code_transit_landmark,3,0,1,human_replace_after_review,False,True,"replaced Bus Company ""Nha Xe Quang Nghi"" -> human_review_fix"
g150-149,osm:node/4452037189,Bến xe Long An,,,amenity=bus_station|public_transport=station,Tỉnh Tây Ninh,Phường Long An,113,Quốc lộ 1,"113, Quốc lộ 1, Phường Long An, Tỉnh Tây Ninh",direct,code_transit_landmark,2,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-150,osm:way/249665232,Bến xe khách Ninh Bình,,,amenity=bus_station|public_transport=station|building=yes,Tỉnh Ninh Bình,Phường Hoa Lư,207,Lê Đại Hành,"207, Lê Đại Hành, Phường Hoa Lư, Tỉnh Ninh Bình",direct,code_transit_landmark,1,0,1,landmark_station_attraction,False,True,admin_complete;address_status=direct;housenumber+street;non_garbage_name;not_legacy_pilot110;stratum=code_transit_landmark;landmark_station_attraction
g150-151,osm:way/1223236000,Tòa nhà S3.01 phân khu Rainbow đại đô thị Vinhomes Grand Park,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Long Bình,512 Nguyễn Xiển,Đường Cầu Vồng 3,"512 Nguyễn Xiển, Đường Cầu Vồng 3, Phường Long Bình, Thành phố Hồ Chí Minh",direct,building_code,3,0,1,modern_tower_swap,False,True,swapped G6 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-152,osm:way/1223235998,Tòa nhà S3.02 phân khu Rainbow đại đô thị Vinhomes Grand Park,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Long Bình,512 Nguyễn Xiển,Đường Cầu Vồng 3,"512 Nguyễn Xiển, Đường Cầu Vồng 3, Phường Long Bình, Thành phố Hồ Chí Minh",direct,building_code,16,0,1,modern_tower_swap,False,True,swapped A8 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-153,osm:way/1223235999,Tòa nhà S3.03 phân khu Rainbow đại đô thị Vinhomes Grand Park,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Long Bình,512 Nguyễn Xiển,Đường Cầu Vồng,"512 Nguyễn Xiển, Đường Cầu Vồng, Phường Long Bình, Thành phố Hồ Chí Minh",direct,building_code,8,0,1,modern_tower_swap,False,True,swapped D6 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-154,osm:way/136259406,17T8 Trung Hòa Nhân Chính,,,address=|building=apartments,Hà Nội,Phường Yên Hòa,17T8,Hoàng Đạo Thúy,"17T8, Hoàng Đạo Thúy, Phường Yên Hòa, Hà Nội",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-155,osm:way/136259414,18T1 Trung Hòa Nhân Chính,,,address=|building=apartments,Hà Nội,Phường Yên Hòa,46,Đường Lê Văn Lương,"46, Đường Lê Văn Lương, Phường Yên Hòa, Hà Nội",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-156,osm:way/136259416,18T2 Trung Hòa Nhân Chính,,,address=|building=apartments,Hà Nội,Phường Yên Hòa,44,đường Lê Văn Lương,"44, đường Lê Văn Lương, Phường Yên Hòa, Hà Nội",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-157,osm:way/136259420,17T2 Trung Hòa Nhân Chính,,,address=|building=apartments,Hà Nội,Phường Yên Hòa,17T2,Phố Hoàng Đạo Thúy,"17T2, Phố Hoàng Đạo Thúy, Phường Yên Hòa, Hà Nội",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-158,osm:node/9998882817,"Masteri An Phú, Tòa RIO",,,tourism=apartment,Thành phố Hồ Chí Minh,Phường An Khánh,191,Xa Lộ Hà Nội,"191, Xa Lộ Hà Nội, Phường An Khánh, Thành phố Hồ Chí Minh",direct,building_code,43,0,1,modern_tower_swap,False,True,swapped A3 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-159,osm:way/1223236001,Tòa nhà S3.05 phân khu Rainbow đại đô thị Vinhomes Grand Park,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Long Bình,512 Nguyễn Xiển,Đường Cầu Vồng,"512 Nguyễn Xiển, Đường Cầu Vồng, Phường Long Bình, Thành phố Hồ Chí Minh",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped Z8 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-160,osm:way/843455310,S4.02,,,address=|building=apartments,Hà Nội,Phường Tây Mỗ,S4.02,Đại Việt 2,"S4.02, Đại Việt 2, Phường Tây Mỗ, Hà Nội",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped Z10 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-161,osm:way/933218908,Tòa S2,,,address=|building=apartments,Hà Nội,Phường Tây Hồ,69B,Thụy Khuê,"69B, Thụy Khuê, Phường Tây Hồ, Hà Nội",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped Z9 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-162,osm:way/1327061631,Landmark72,,,address=|building=commercial,Hà Nội,Phường Yên Hòa,E6,Đường Phạm Hùng,"E6, Đường Phạm Hùng, Phường Yên Hòa, Hà Nội",direct,building_code,25,0,1,modern_tower_swap,False,True,swapped A5 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-163,osm:way/863234978,Sapphire Building,,,address=|building=yes,Hà Nội,Phường Hai Bà Trưng,163,Phố Bà Triệu,"163, Phố Bà Triệu, Phường Hai Bà Trưng, Hà Nội",direct,building_code,8,0,1,modern_tower_swap,False,True,swapped H3 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-164,osm:node/11886200435,Vincom Center Metropolis Liễu Giai,Vincom,,shop=mall,Hà Nội,Phường Ngọc Hà,447,Phố Kim Mã,"447, Phố Kim Mã, Phường Ngọc Hà, Hà Nội",direct,brand_branch,50,0,1,vincom_plaza_swap,False,True,swapped A2 (building_code) -> Vincom brand_branch
g150-165,osm:node/4171931890,Vincom Mega Mall Royal City,Vincom,,shop=mall,Hà Nội,Phường Thanh Xuân,72A,Đường Nguyễn Trãi,"72A, Đường Nguyễn Trãi, Phường Thanh Xuân, Hà Nội",direct,brand_branch,51,0,1,vincom_plaza_swap,False,True,swapped A1 (building_code) -> Vincom brand_branch
g150-166,osm:way/1041161640,Tòa Nhà Topaz Tower - Saigon Pearl,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Thạnh Mỹ Tây,92,Nguyễn Hữu Cảnh,"92, Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-167,osm:node/11204387971,Vincom Plaza Bắc Từ Liêm,Vincom,,shop=mall,Hà Nội,Phường Phú Diễn,234,Đường Phạm Văn Đồng,"234, Đường Phạm Văn Đồng, Phường Phú Diễn, Hà Nội",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Chung cư 242/16 (building_code) -> Vincom brand_branch
g150-168,osm:way/1213393833,Chung cư Carillon 7,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Phú Thạnh,33,Đường Lương Minh Nguyệt,"33, Đường Lương Minh Nguyệt, Phường Phú Thạnh, Thành phố Hồ Chí Minh",direct,building_code,2,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-169,osm:way/1215108836,Chung cư Sacomreal 584,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Phú Thọ Hòa,785/1,Hẻm 785 Lũy Bán Bích,"785/1, Hẻm 785 Lũy Bán Bích, Phường Phú Thọ Hòa, Thành phố Hồ Chí Minh",direct,building_code,2,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-170,osm:way/1217481835,Vincom Center Đồng Khởi,Vincom,,address=|building=commercial,Thành phố Hồ Chí Minh,Phường Sài Gòn,72,Lê Thánh Tôn,"72, Lê Thánh Tôn, Phường Sài Gòn, Thành phố Hồ Chí Minh",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Chung cư 601 CMT8 (building_code) -> Vincom brand_branch
g150-171,osm:way/1228058574,Chung cư Carillon 5,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Tân Phú,262/3,Hẻm 262 Lũy Bán Bích,"262/3, Hẻm 262 Lũy Bán Bích, Phường Tân Phú, Thành phố Hồ Chí Minh",direct,building_code,2,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-172,osm:way/1230064515,Tòa nhà The Six8 Building,,,address=|building=apartments,Thành phố Hồ Chí Minh,Phường Tân Sơn Hòa,24-26,Phan Đình Giót,"24-26, Phan Đình Giót, Phường Tân Sơn Hòa, Thành phố Hồ Chí Minh",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
g150-173,osm:way/430290607,Vincom Megamall Thảo Điền,Vincom,,shop=mall|building=retail,Thành phố Hồ Chí Minh,Phường An Khánh,159-161,Đường Võ Nguyên Giáp,"159-161, Đường Võ Nguyên Giáp, Phường An Khánh, Thành phố Hồ Chí Minh",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Chung cư B2 Trường Sa (building_code) -> Vincom brand_branch
g150-174,osm:way/367930334,Vincom Plaza Thủ Đức,Vincom,,shop=mall|building=retail,Thành phố Hồ Chí Minh,Phường Thủ Đức,216,Võ Văn Ngân,"216, Võ Văn Ngân, Phường Thủ Đức, Thành phố Hồ Chí Minh",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Chung cư 199 NKKN - lô A (building_code) -> Vincom brand_branch
g150-175,osm:way/840982441,Vinhomes Metropolis,,,address=|building=apartments,Hà Nội,Phường Ngọc Hà,447,Phố Kim Mã,"447, Phố Kim Mã, Phường Ngọc Hà, Hà Nội",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped chung cư số 69 Hùng Vương -> Sx.xx/Sapphire/Landmark/Masteri style
g150-176,osm:node/11548630281,Sapphire2 - Sài Gòn Pearl,,,address=,Thành phố Hồ Chí Minh,Phường Thạnh Mỹ Tây,92,Nguyễn Hữu Cảnh,"92, Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Thành phố Hồ Chí Minh",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped G9 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-177,osm:node/9998882118,"Masteri An Phú, Tòa SOL",,,tourism=apartment,Thành phố Hồ Chí Minh,Phường An Khánh,191,Xa Lộ Hà Nội,"191, Xa Lộ Hà Nội, Phường An Khánh, Thành phố Hồ Chí Minh",direct,building_code,1,0,1,modern_tower_swap,False,True,swapped G11 -> Sx.xx/Sapphire/Landmark/Masteri style
g150-178,osm:way/749331141,Vincom Plaza Huế,Vincom,,shop=mall|building=commercial,Thành phố Huế,Phường Thuận Hoá,50A,Hùng Vương,"50A, Hùng Vương, Phường Thuận Hoá, Thành phố Huế",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Tòa nhà Novas (building_code) -> Vincom brand_branch
g150-179,osm:way/251905214,Vincom Plaza Hùng Vương,Vincom,,shop=mall|building=yes,Thành phố Cần Thơ,Phường Ninh Kiều,2,Hùng Vương,"2, Hùng Vương, Phường Ninh Kiều, Thành phố Cần Thơ",direct,brand_branch,1,0,1,vincom_plaza_swap,False,True,swapped Khu tập thể LILAMA 69-1 (building_code) -> Vincom brand_branch
g150-180,osm:way/241744405,Tòa nhà Viettel Đắk Lắk,,,address=|building=yes,Tỉnh Đắk Lắk,Phường Tân An,48,Lý Tự Trọng,"48, Lý Tự Trọng, Phường Tân An, Tỉnh Đắk Lắk",direct,building_code,1,0,1,named_building_code,False,True,building_code;named_building_code;address_status=direct;housenumber+street
